id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,50,the,the,DET,DT,231.0,52.0,det,leader,leader,1,Object
doc1,1,51,minority,minority,NOUN,NN,235.0,52.0,compound,leader,leader,1,Object
doc1,1,52,leader,leader,NOUN,NN,244.0,48.0,nmod,appointed,appoint,1,Object
doc1,1,53,of,of,ADP,IN,251.0,55.0,case,house,house,1,Object
doc1,1,54,the,the,DET,DT,254.0,55.0,det,house,house,1,Object
doc1,1,55,house,house,NOUN,NN,258.0,52.0,nmod,leader,leader,1,Object
doc1,1,56,of,of,ADP,IN,264.0,57.0,case,representatives,representative,1,Object
doc1,1,57,representatives,representative,NOUN,NNS,267.0,55.0,nmod,house,house,1,Object
doc1,1,58,;,;,.,:,282.0,28.0,punct,member,member,1,
doc1,1,59,1,1,NUM,CD,284.0,65.0,nsubj,member,member,1,Object
doc1,1,60,of,of,ADP,IN,286.0,61.0,case,whom,whom,1,Object
doc1,1,61,whom,whom,PRON,WP,289.0,59.0,nmod,1,1,1,Object
doc1,1,62,shall,shall,VERB,MD,294.0,65.0,aux,member,member,1,Object
doc1,1,63,be,be,VERB,VB,300.0,65.0,cop,member,member,1,Object
doc1,1,64,a,a,DET,DT,303.0,65.0,det,member,member,1,Object
doc1,1,65,member,member,NOUN,NN,305.0,28.0,parataxis,member,member,1,Object
doc1,1,66,of,of,ADP,IN,312.0,68.0,case,senate,senate,1,Object
doc1,1,67,the,the,DET,DT,315.0,68.0,det,senate,senate,1,Object
doc1,1,68,senate,senate,NOUN,NN,319.0,65.0,nmod,member,member,1,Object
doc1,1,69,who,who,PRON,WP,326.0,68.0,ref,senate,senate,1,Object
doc1,1,70,shall,shall,VERB,MD,330.0,72.0,aux,appointed,appoint,1,Object
doc1,1,71,be,be,VERB,VB,336.0,72.0,auxpass,appointed,appoint,1,Object
doc1,1,72,appointed,appoint,VERB,VBN,339.0,68.0,acl,senate,senate,1,Object
doc1,1,73,by,by,ADP,IN,349.0,76.0,case,leader,leader,1,Object
doc1,1,74,the,the,DET,DT,352.0,76.0,det,leader,leader,1,Object
doc1,1,75,minority,minority,NOUN,NN,356.0,76.0,compound,leader,leader,1,Object
doc1,1,76,leader,leader,NOUN,NN,365.0,72.0,nmod,appointed,appoint,1,Object
doc1,1,77,of,of,ADP,IN,372.0,79.0,case,senate,senate,1,Object
doc1,1,78,the,the,DET,DT,375.0,79.0,det,senate,senate,1,Object
doc1,1,79,senate,senate,NOUN,NN,379.0,76.0,nmod,leader,leader,1,Object
doc1,1,80,;,;,.,:,385.0,28.0,punct,member,member,1,
doc1,1,81,1,1,NUM,CD,387.0,87.0,nsubj,commissioner,commissioner,1,Object
doc1,1,82,of,of,ADP,IN,389.0,83.0,case,whom,whom,1,Object
doc1,1,83,whom,whom,PRON,WP,392.0,81.0,nmod,1,1,1,Object
doc1,1,84,shall,shall,VERB,MD,397.0,87.0,aux,commissioner,commissioner,1,Object
doc1,1,85,be,be,VERB,VB,403.0,87.0,cop,commissioner,commissioner,1,Object
doc1,1,86,the,the,DET,DT,406.0,87.0,det,commissioner,commissioner,1,Object
doc1,1,87,commissioner,commissioner,NOUN,NN,410.0,28.0,parataxis,member,member,1,Object
doc1,1,88,of,of,ADP,IN,423.0,90.0,case,resources,resource,1,Object
doc1,1,89,agricultural,agricultural,ADJ,JJ,426.0,90.0,amod,resources,resource,1,Object
doc1,1,90,resources,resource,NOUN,NNS,439.0,87.0,nmod,commissioner,commissioner,1,Object
doc1,1,91,",",",",.,",",448.0,87.0,punct,commissioner,commissioner,1,
doc1,1,92,or,or,CONJ,CC,450.0,87.0,cc,commissioner,commissioner,1,Object
doc1,1,93,the,the,DET,DT,453.0,94.0,det,commissioner,commissioner,1,Object
doc1,1,94,commissioner,commissioner,NOUN,NN,457.0,28.0,parataxis,member,member,1,Object
doc1,1,95,s,be,VERB,VBZ,470.0,96.0,compound,designee,designee,1,
doc1,1,96,designee,designee,NOUN,NN,472.0,94.0,dep,commissioner,commissioner,1,Object
doc1,1,97,;,;,.,:,480.0,28.0,punct,member,member,1,
doc1,1,98,1,1,NUM,CD,482.0,104.0,nsubj,commissioner,commissioner,1,Object
doc1,1,99,of,of,ADP,IN,484.0,100.0,case,whom,whom,1,Object
doc1,1,100,whom,whom,PRON,WP,487.0,98.0,nmod,1,1,1,Object
doc1,1,101,shall,shall,VERB,MD,492.0,104.0,aux,commissioner,commissioner,1,Object
doc1,1,102,be,be,VERB,VB,498.0,104.0,cop,commissioner,commissioner,1,Object
doc1,1,103,the,the,DET,DT,501.0,104.0,det,commissioner,commissioner,1,Object
doc1,1,104,commissioner,commissioner,NOUN,NN,505.0,28.0,parataxis,member,member,1,Object
doc1,1,105,of,of,ADP,IN,518.0,107.0,case,health,health,1,Object
doc1,1,106,public,public,ADJ,JJ,521.0,107.0,amod,health,health,1,Object
doc1,1,107,health,health,NOUN,NN,528.0,104.0,nmod,commissioner,commissioner,1,Object
doc1,1,108,",",",",.,",",534.0,104.0,punct,commissioner,commissioner,1,
doc1,1,109,or,or,CONJ,CC,536.0,104.0,cc,commissioner,commissioner,1,Object
doc1,1,110,the,the,DET,DT,539.0,111.0,det,commissioner,commissioner,1,Object
doc1,1,111,commissioner,commissioner,NOUN,NN,543.0,28.0,parataxis,member,member,1,Object
doc1,1,112,s,be,VERB,VBZ,556.0,113.0,compound,designee,designee,1,
doc1,1,113,designee,designee,NOUN,NN,558.0,111.0,dep,commissioner,commissioner,1,Object
doc1,1,114,;,;,.,:,566.0,104.0,punct,commissioner,commissioner,1,
doc1,1,115,1,1,NUM,CD,568.0,121.0,nsubj,commissioner,commissioner,1,Object
doc1,1,116,of,of,ADP,IN,570.0,117.0,case,whom,whom,1,Object
doc1,1,117,whom,whom,PRON,WP,573.0,115.0,nmod,1,1,1,Object
doc1,1,118,shall,shall,VERB,MD,578.0,121.0,aux,commissioner,commissioner,1,Object
doc1,1,119,be,be,VERB,VB,584.0,121.0,cop,commissioner,commissioner,1,Object
doc1,1,120,the,the,DET,DT,587.0,121.0,det,commissioner,commissioner,1,Object
doc1,1,121,commissioner,commissioner,NOUN,NN,591.0,104.0,parataxis,commissioner,commissioner,1,Object
doc1,1,122,of,of,ADP,IN,604.0,126.0,case,education,education,1,Object
doc1,1,123,elementary,elementary,ADJ,JJ,607.0,126.0,amod,education,education,1,Object
doc1,1,124,and,and,CONJ,CC,618.0,123.0,cc,elementary,elementary,1,Object
doc1,1,125,secondary,secondary,ADJ,JJ,622.0,123.0,conj,elementary,elementary,1,Object
doc1,1,126,education,education,NOUN,NN,632.0,121.0,nmod,commissioner,commissioner,1,Object
doc1,1,127,",",",",.,",",641.0,121.0,punct,commissioner,commissioner,1,
doc1,1,128,or,or,CONJ,CC,643.0,121.0,cc,commissioner,commissioner,1,Object
doc1,1,129,the,the,DET,DT,646.0,130.0,det,commissioner,commissioner,1,Object
doc1,1,130,commissioner,commissioner,NOUN,NN,650.0,104.0,parataxis,commissioner,commissioner,1,Object
doc1,1,131,s,be,VERB,VBZ,663.0,132.0,compound,designee,designee,1,
doc1,1,132,designee,designee,NOUN,NN,665.0,130.0,dep,commissioner,commissioner,1,Object
doc1,1,133,;,;,.,:,673.0,121.0,punct,commissioner,commissioner,1,
doc1,1,134,1,1,NUM,CD,675.0,140.0,nsubj,commissioner,commissioner,1,
doc1,1,135,of,of,ADP,IN,677.0,136.0,case,whom,whom,1,Object
doc1,1,136,whom,whom,PRON,WP,680.0,134.0,nmod,1,1,1,Object
doc1,1,137,shall,shall,VERB,MD,685.0,140.0,aux,commissioner,commissioner,1,Object
doc1,1,138,be,be,VERB,VB,691.0,140.0,cop,commissioner,commissioner,1,Object
doc1,1,139,the,the,DET,DT,694.0,140.0,det,commissioner,commissioner,1,Object
doc1,1,140,commissioner,commissioner,NOUN,NN,698.0,121.0,parataxis,commissioner,commissioner,1,Object
doc1,1,141,of,of,ADP,IN,711.0,143.0,case,protection,protection,1,Object
doc1,1,142,environmental,environmental,ADJ,JJ,714.0,143.0,amod,protection,protection,1,Object
doc1,1,143,protection,protection,NOUN,NN,728.0,140.0,nmod,commissioner,commissioner,1,Object
doc1,1,144,",",",",.,",",738.0,140.0,punct,commissioner,commissioner,1,
doc1,1,145,or,or,CONJ,CC,740.0,140.0,cc,commissioner,commissioner,1,Object
doc1,1,146,the,the,DET,DT,743.0,147.0,det,commissioner,commissioner,1,Object
doc1,1,147,commissioner,commissioner,NOUN,NN,747.0,121.0,parataxis,commissioner,commissioner,1,Object
doc1,1,148,s,be,VERB,VBZ,760.0,149.0,compound,designee,designee,1,
doc1,1,149,designee,designee,NOUN,NN,762.0,147.0,dep,commissioner,commissioner,1,Object
doc1,1,150,;,;,.,:,770.0,140.0,punct,commissioner,commissioner,1,
doc1,1,151,1,1,NUM,CD,772.0,157.0,nsubj,commissioner,commissioner,1,Object
doc1,1,152,of,of,ADP,IN,774.0,153.0,case,whom,whom,1,Object
doc1,1,153,whom,whom,PRON,WP,777.0,151.0,nmod,1,1,1,Object
doc1,1,154,shall,shall,VERB,MD,782.0,157.0,aux,commissioner,commissioner,1,Object
doc1,1,155,be,be,VERB,VB,788.0,157.0,cop,commissioner,commissioner,1,Object
doc1,1,156,the,the,DET,DT,791.0,157.0,det,commissioner,commissioner,1,Object
doc1,1,157,commissioner,commissioner,NOUN,NN,795.0,140.0,parataxis,commissioner,commissioner,1,Object
doc1,1,158,of,of,ADP,IN,808.0,160.0,case,assistance,assistance,1,Object
doc1,1,159,transitional,transitional,ADJ,JJ,811.0,160.0,amod,assistance,assistance,1,Object
doc1,1,160,assistance,assistance,NOUN,NN,824.0,157.0,nmod,commissioner,commissioner,1,Object
doc1,1,161,or,or,CONJ,CC,835.0,160.0,cc,assistance,assistance,1,Object
doc1,1,162,the,the,DET,DT,838.0,163.0,det,commissioner,commissioner,1,Object
doc1,1,163,commissioner,commissioner,NOUN,NN,842.0,157.0,nmod,commissioner,commissioner,1,Object
doc1,1,164,s,be,VERB,VBZ,855.0,165.0,compound,designee,designee,1,
doc1,1,165,designee,designee,NOUN,NN,857.0,157.0,dep,commissioner,commissioner,1,Object
doc1,1,166,;,;,.,:,865.0,157.0,punct,commissioner,commissioner,1,
doc1,1,167,1,1,NUM,CD,867.0,173.0,nsubj,secretary,secretary,1,Object
doc1,1,168,of,of,ADP,IN,869.0,169.0,case,whom,whom,1,Object
doc1,1,169,whom,whom,PRON,WP,872.0,167.0,nmod,1,1,1,Object
doc1,1,170,shall,shall,VERB,MD,877.0,173.0,aux,secretary,secretary,1,Object
doc1,1,171,be,be,VERB,VB,883.0,173.0,cop,secretary,secretary,1,Object
doc1,1,172,the,the,DET,DT,886.0,173.0,det,secretary,secretary,1,Object
doc1,1,173,secretary,secretary,NOUN,NN,890.0,140.0,parataxis,commissioner,commissioner,1,Object
doc1,1,174,of,of,ADP,IN,900.0,178.0,case,development,development,1,Object
doc1,1,175,housing,housing,NOUN,NN,903.0,178.0,compound,development,development,1,Object
doc1,1,176,and,and,CONJ,CC,911.0,175.0,cc,housing,housing,1,Object
doc1,1,177,economic,economic,ADJ,JJ,915.0,175.0,conj,housing,housing,1,Object
doc1,1,178,development,development,NOUN,NN,924.0,173.0,nmod,secretary,secretary,1,Object
doc1,1,179,",",",",.,",",935.0,173.0,punct,secretary,secretary,1,
doc1,1,180,or,or,CONJ,CC,937.0,173.0,cc,secretary,secretary,1,Object
doc1,1,181,the,the,DET,DT,940.0,182.0,det,secretary,secretary,1,Object
doc1,1,182,secretary,secretary,NOUN,NN,944.0,184.0,nsubj,designee,designee,1,Object
doc1,1,183,s,be,VERB,VBZ,954.0,184.0,compound,designee,designee,1,
doc1,1,184,designee,designee,NOUN,NN,956.0,157.0,conj,commissioner,commissioner,1,Object
doc1,1,185,;,;,.,:,964.0,157.0,punct,commissioner,commissioner,1,
doc1,1,186,and,and,CONJ,CC,966.0,157.0,cc,commissioner,commissioner,1,Object
doc1,1,187,7,7,NUM,CD,970.0,192.0,nsubjpass,appointed,appoint,1,Object
doc1,1,188,of,of,ADP,IN,972.0,189.0,case,whom,whom,1,Object
doc1,1,189,whom,whom,PRON,WP,975.0,187.0,nmod,7,7,1,Object
doc1,1,190,shall,shall,VERB,MD,980.0,192.0,aux,appointed,appoint,1,Object
doc1,1,191,be,be,VERB,VB,986.0,192.0,auxpass,appointed,appoint,1,Object
doc1,1,192,appointed,appoint,VERB,VBN,989.0,140.0,parataxis,commissioner,commissioner,1,Object
doc1,1,193,by,by,ADP,IN,999.0,195.0,case,governor,governor,1,Object
doc1,1,194,the,the,DET,DT,1002.0,195.0,det,governor,governor,1,Object
doc1,1,195,governor,governor,NOUN,NN,1006.0,192.0,nmod,appointed,appoint,1,Object
doc1,1,196,",",",",.,",",1014.0,195.0,punct,governor,governor,1,
doc1,1,197,1,1,NUM,CD,1016.0,203.0,nsubj,farmer,farmer,1,Object
doc1,1,198,of,of,ADP,IN,1018.0,199.0,case,whom,whom,1,Object
doc1,1,199,whom,whom,PRON,WP,1021.0,195.0,ref,governor,governor,1,Object
doc1,1,200,shall,shall,VERB,MD,1026.0,203.0,aux,farmer,farmer,1,Object
doc1,1,201,be,be,VERB,VB,1032.0,203.0,cop,farmer,farmer,1,Object
doc1,1,202,a,a,DET,DT,1035.0,203.0,det,farmer,farmer,1,Object
doc1,1,203,farmer,farmer,NOUN,NN,1037.0,195.0,acl,governor,governor,1,Object
doc1,1,204,or,or,CONJ,CC,1044.0,203.0,cc,farmer,farmer,1,Object
doc1,1,205,representative,representative,NOUN,NN,1047.0,195.0,acl,governor,governor,1,Object
doc1,1,206,of,of,ADP,IN,1062.0,209.0,case,organization,organization,1,Object
doc1,1,207,a,a,DET,DT,1065.0,209.0,det,organization,organization,1,Object
doc1,1,208,farm,farm,NOUN,NN,1067.0,209.0,compound,organization,organization,1,Object
doc1,1,209,organization,organization,NOUN,NN,1072.0,203.0,nmod,farmer,farmer,1,Object
doc1,1,210,",",",",.,",",1084.0,203.0,punct,farmer,farmer,1,
doc1,1,211,1,1,NUM,CD,1086.0,215.0,nsubj,represent,represent,1,Object
doc1,1,212,of,of,ADP,IN,1088.0,213.0,case,whom,whom,1,Object
doc1,1,213,whom,whom,PRON,WP,1091.0,211.0,nmod,1,1,1,Object
doc1,1,214,shall,shall,VERB,MD,1096.0,215.0,aux,represent,represent,1,Object
doc1,1,215,represent,represent,VERB,VB,1102.0,203.0,ccomp,farmer,farmer,1,Object
doc1,1,216,food,food,NOUN,NN,1112.0,217.0,compound,distribution,distribution,1,Object
doc1,1,217,distribution,distribution,NOUN,NN,1117.0,215.0,dobj,represent,represent,1,Object
doc1,1,218,",",",",.,",",1129.0,217.0,punct,distribution,distribution,1,
doc1,1,219,processing,processing,NOUN,NN,1131.0,215.0,dobj,represent,represent,1,Object
doc1,1,220,and,and,CONJ,CC,1142.0,217.0,cc,distribution,distribution,1,Object
doc1,1,221,marketing,marketing,NOUN,NN,1146.0,222.0,compound,interests,interest,1,Object
doc1,1,222,interests,interest,NOUN,NNS,1156.0,215.0,dobj,represent,represent,1,Object
doc1,1,223,",",",",.,",",1165.0,217.0,punct,distribution,distribution,1,
doc1,1,224,1,1,NUM,CD,1167.0,228.0,nsubj,represent,represent,1,Object
doc1,1,225,of,of,ADP,IN,1169.0,226.0,case,whom,whom,1,Object
doc1,1,226,whom,whom,PRON,WP,1172.0,217.0,ref,distribution,distribution,1,Object
doc1,1,227,shall,shall,VERB,MD,1177.0,228.0,aux,represent,represent,1,Object
doc1,1,228,represent,represent,VERB,VB,1183.0,217.0,acl,distribution,distribution,1,Object
doc1,1,229,direct-to-consumer,direct-to-consumer,NOUN,NN,1193.0,231.0,compound,efforts,effort,1,Object
doc1,1,230,marketing,marketing,NOUN,NN,1212.0,231.0,compound,efforts,effort,1,Object
doc1,1,231,efforts,effort,NOUN,NNS,1222.0,228.0,dobj,represent,represent,1,Object
doc1,1,232,",",",",.,",",1229.0,231.0,punct,efforts,effort,1,
doc1,1,233,1,1,NUM,CD,1231.0,237.0,nsubj,represent,represent,1,Object
doc1,1,234,of,of,ADP,IN,1233.0,235.0,case,whom,whom,1,Object
doc1,1,235,whom,whom,PRON,WP,1236.0,231.0,ref,efforts,effort,1,Object
doc1,1,236,shall,shall,VERB,MD,1241.0,237.0,aux,represent,represent,1,Object
doc1,1,237,represent,represent,VERB,VB,1247.0,231.0,acl,efforts,effort,1,Object
doc1,1,238,a,a,DET,DT,1257.0,241.0,det,department,department,1,Object
doc1,1,239,local,local,ADJ,JJ,1259.0,241.0,amod,department,department,1,Object
doc1,1,240,health,health,NOUN,NN,1265.0,241.0,compound,department,department,1,Object
doc1,1,241,department,department,NOUN,NN,1272.0,237.0,dobj,represent,represent,1,Object
doc1,1,242,addressing,address,VERB,VBG,1283.0,241.0,acl,department,department,1,Object
doc1,1,243,food,food,NOUN,NN,1294.0,244.0,compound,safety,safety,1,Object
doc1,1,244,safety,safety,NOUN,NN,1299.0,242.0,dobj,addressing,address,1,Object
doc1,1,245,and,and,CONJ,CC,1306.0,244.0,cc,safety,safety,1,Object
doc1,1,246,nutrition,nutrition,NOUN,NN,1310.0,242.0,dobj,addressing,address,1,Object
doc1,1,247,",",",",.,",",1319.0,241.0,punct,department,department,1,
doc1,1,248,1,1,NUM,CD,1321.0,254.0,nsubj,expert,expert,1,Object
doc1,1,249,of,of,ADP,IN,1323.0,250.0,case,whom,whom,1,Object
doc1,1,250,whom,whom,PRON,WP,1326.0,241.0,ref,department,department,1,Object
doc1,1,251,shall,shall,VERB,MD,1331.0,254.0,aux,expert,expert,1,Object
doc1,1,252,be,be,VERB,VB,1337.0,254.0,cop,expert,expert,1,Object
doc1,1,253,an,a,DET,DT,1340.0,254.0,det,expert,expert,1,Object
doc1,1,254,expert,expert,NOUN,NN,1343.0,241.0,acl,department,department,1,Object
doc1,1,255,in,in,ADP,IN,1350.0,257.0,case,safety,safety,1,Object
doc1,1,256,food,food,NOUN,NN,1353.0,257.0,compound,safety,safety,1,Object
doc1,1,257,safety,safety,NOUN,NN,1358.0,254.0,nmod,expert,expert,1,Object
doc1,1,258,",",",",.,",",1364.0,254.0,punct,expert,expert,1,
doc1,1,259,1,1,NUM,CD,1366.0,265.0,nsubj,expert,expert,1,Object
doc1,1,260,of,of,ADP,IN,1368.0,261.0,case,whom,whom,1,Object
doc1,1,261,whom,whom,PRON,WP,1371.0,254.0,ref,expert,expert,1,Object
doc1,1,262,shall,shall,VERB,MD,1376.0,265.0,aux,expert,expert,1,Object
doc1,1,263,be,be,VERB,VB,1382.0,265.0,cop,expert,expert,1,Object
doc1,1,264,an,a,DET,DT,1385.0,265.0,det,expert,expert,1,Object
doc1,1,265,expert,expert,NOUN,NN,1388.0,254.0,acl,expert,expert,1,Object
doc1,1,266,in,in,ADP,IN,1395.0,268.0,case,processing,processing,1,Object
doc1,1,267,food,food,NOUN,NN,1398.0,268.0,compound,processing,processing,1,Object
doc1,1,268,processing,processing,NOUN,NN,1403.0,265.0,nmod,expert,expert,1,Object
doc1,1,269,and,and,CONJ,CC,1414.0,268.0,cc,processing,processing,1,Object
doc1,1,270,handling,handling,NOUN,NN,1418.0,265.0,nmod,expert,expert,1,Object
doc1,1,271,and,and,CONJ,CC,1427.0,265.0,cc,expert,expert,1,Object
doc1,1,272,1,1,NUM,CD,1431.0,276.0,nsubj,represent,represent,1,Object
doc1,1,273,of,of,ADP,IN,1433.0,274.0,case,whom,whom,1,Object
doc1,1,274,whom,whom,PRON,WP,1436.0,272.0,nmod,1,1,1,Object
doc1,1,275,shall,shall,VERB,MD,1441.0,276.0,aux,represent,represent,1,Object
doc1,1,276,represent,represent,VERB,VB,1447.0,254.0,acl,expert,expert,1,Object
doc1,1,277,community-based,community-based,ADJ,JJ,1457.0,278.0,amod,efforts,effort,1,Object
doc1,1,278,efforts,effort,NOUN,NNS,1473.0,276.0,dobj,represent,represent,1,Object
doc1,1,279,addressing,address,VERB,VBG,1481.0,278.0,acl,efforts,effort,1,Object
doc1,1,280,nutrition,nutrition,NOUN,NN,1492.0,279.0,dobj,addressing,address,1,Object
doc1,1,281,and,and,CONJ,CC,1502.0,280.0,cc,nutrition,nutrition,1,Object
doc1,1,282,public,public,ADJ,JJ,1506.0,283.0,amod,health,health,1,Object
doc1,1,283,health,health,NOUN,NN,1513.0,279.0,dobj,addressing,address,1,Object
doc1,1,284,.,.,.,.,1519.0,4.0,punct,consist,consist,1,
doc1,1,0,ROOT,ROOT,,,,,,,,1,
doc1,1,1,members,member,NOUN,NNS,0.0,7.0,nsubjpass,appointed,appoint,1,Object
doc1,1,2,of,of,ADP,IN,8.0,4.0,case,council,council,1,Object
doc1,1,3,the,the,DET,DT,11.0,4.0,det,council,council,1,Object
doc1,1,4,council,council,NOUN,NN,15.0,1.0,nmod,members,member,1,Object
doc1,1,5,shall,shall,VERB,MD,23.0,7.0,aux,appointed,appoint,1,Deontic
doc1,1,6,be,be,VERB,VB,29.0,7.0,auxpass,appointed,appoint,1,Aim
doc1,1,7,appointed,appoint,VERB,VBN,32.0,0.0,root,ROOT,ROOT,1,Aim
doc1,1,8,for,for,ADP,IN,42.0,9.0,case,terms,term,1,Condition
doc1,1,9,terms,term,NOUN,NNS,46.0,7.0,nmod,appointed,appoint,1,Condition
doc1,1,10,of,of,ADP,IN,52.0,12.0,case,years,year,1,Condition
doc1,1,11,3,3,NUM,CD,55.0,12.0,nummod,years,year,1,Condition
doc1,1,12,years,year,NOUN,NNS,57.0,9.0,nmod,terms,term,1,Condition
doc1,1,13,or,or,CONJ,CC,63.0,12.0,cc,years,year,1,Condition
doc1,1,14,until,until,ADP,IN,66.0,18.0,mark,appointed,appoint,1,Condition
doc1,1,15,a,a,DET,DT,72.0,16.0,det,successor,successor,1,Condition
doc1,1,16,successor,successor,NOUN,NN,74.0,18.0,nsubjpass,appointed,appoint,1,Condition
doc1,1,17,is,be,VERB,VBZ,84.0,18.0,auxpass,appointed,appoint,1,Condition
doc1,1,18,appointed,appoint,VERB,VBN,87.0,9.0,nmod,terms,term,1,Condition
doc1,1,19,.,.,.,.,96.0,7.0,punct,appointed,appoint,1,
doc1,1,0,ROOT,ROOT,,,,,,,,2,
